episode,reward,avg_reward,cumulative_reward,lr,loss,avg_loss,epsilon,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown
0,-0.0215,-0.0215,0.9938,1.0000e-04,0.0002,0.0002,1,-871.93,3,-6.2671,0.6667,0.1327,-1630.51,20.0,-6.8303,0.2273,0.1910
1,0.0139,-0.0038,0.9955,1.0000e-04,0.0002,0.0002,0.85,-14.07,4,-0.1288,0.5000,0.0543,-2656.09,22.4,-9.3400,0.2404,0.2848
2,0.1059,0.0328,1.0874,1.0000e-04,0.0002,0.0002,0.7225,-158.15,3,-2.9417,0.3333,0.0297,-632.13,7.6,-17.2602,0.2362,0.0750
3,0.1981,0.0741,1.2037,1.0000e-04,0.0003,0.0002,0.6141,1936.80,4,16.1591,0.7500,0.0058,-2032.49,23.6,-6.1214,0.3106,0.2323
4,-0.0514,0.049,0.9593,1.0000e-04,0.0002,0.0002,0.522,85.30,7,1.0650,0.2857,0.0297,-2455.50,23.4,-9.9738,0.2165,0.2623
5,-0.0273,0.0363,0.9321,1.0000e-04,0.0002,0.0002,0.4437,-745.91,4,-13.1919,0.2500,0.0872,-1767.77,16.0,-6.2861,0.3507,0.2227
6,0.0364,0.0363,1.0205,1.0000e-04,0.0004,0.0002,0.3771,425.46,7,3.0028,0.4286,0.0365,-1149.94,12.4,-8.6554,0.2306,0.1290
7,0.0259,0.035,1.0167,1.0000e-04,0.0003,0.0002,0.3205,1053.10,7,5.4939,0.4286,0.0703,-1707.86,18.2,-7.9621,0.2628,0.2028
8,0.0655,0.0384,1.0138,1.0000e-04,0.0003,0.0003,0.2724,152.56,4,0.4016,0.7500,0.2208,-925.04,10.2,-3.0981,0.3389,0.1945
9,-0.1645,0.0181,0.8462,1.0000e-04,0.0002,0.0002,0.2315,-1398.09,6,-17.5749,0.0000,0.1398,-2266.89,24.8,-6.4275,0.2831,0.2726
10,-0.1195,0.0056,0.8443,9.0000e-05,0.0001,0.0002,0.1968,-1129.83,11,-14.9973,0.2727,0.1178,-1767.64,15.4,-11.1770,0.2926,0.1856
11,-0.1659,-0.0087,0.8455,9.0000e-05,0.0003,0.0002,0.1673,-997.66,4,-5.4880,0.7500,0.1498,-2212.21,22.8,-7.1139,0.3310,0.2497
12,-0.1537,-0.0199,0.8356,9.0000e-05,0.0004,0.0003,0.1422,-1669.12,6,-7.3617,0.5000,0.1899,-497.66,6.6,-12.9974,0.3000,0.0815
13,-0.1276,-0.0276,0.8891,9.0000e-05,0.0002,0.0002,0.1209,-733.58,9,-3.0036,0.3333,0.1466,-1460.78,19.4,-5.2372,0.2678,0.2155
14,-0.4447,-0.0554,0.6387,9.0000e-05,0.0002,0.0002,0.1028,-3429.64,7,-17.7958,0.1429,0.3430,-1996.77,15.8,-7.8283,0.3107,0.2441
15,-0.2475,-0.0674,0.7616,9.0000e-05,0.0004,0.0003,0.0874,-2225.97,16,-8.0755,0.2500,0.2226,-2634.93,23.8,-8.3133,0.2959,0.2819
16,-0.0498,-0.0663,0.8822,9.0000e-05,0.0001,0.0002,0.0743,-1150.02,13,-9.3500,0.1538,0.1361,-720.30,8.2,-16.7097,0.1241,0.0823
17,-0.0829,-0.0673,0.9060,9.0000e-05,0.0003,0.0002,0.0713,-658.20,6,-7.2822,0.3333,0.0658,-1834.91,15.8,-11.4340,0.3031,0.2000
18,-0.2308,-0.0759,0.8278,9.0000e-05,0.0001,0.0002,0.0684,-1627.53,11,-7.8927,0.2727,0.1774,-1301.13,5.6,-7.9485,0.3405,0.1698
19,-0.108,-0.0775,0.8990,9.0000e-05,0.0003,0.0002,0.0657,-789.36,11,-3.8035,0.4545,0.1159,-622.94,10.4,-2.4242,0.3783,0.1997
20,-0.0659,-0.0769,0.9512,8.1000e-05,0.0002,0.0002,0.0631,-1060.72,15,-4.2987,0.2667,0.1096,-899.27,14.4,-2.6636,0.3254,0.2124
21,0.0339,-0.0719,1.0179,8.1000e-05,0.0002,0.0002,0.0606,-374.65,16,-1.2851,0.4375,0.1252,-2550.07,22.2,-10.5388,0.2715,0.2656
22,-0.0165,-0.0695,0.9789,8.1000e-05,0.0001,0.0002,0.0582,64.33,24,0.1155,0.3750,0.1316,-1633.30,17.2,-8.6021,0.2405,0.1803
23,-0.2422,-0.0767,0.7747,8.1000e-05,0.0002,0.0002,0.0559,-2389.89,12,-7.7954,0.2500,0.2390,-575.07,5.8,-8.3259,0.3906,0.0705
24,-0.0057,-0.0738,0.9723,8.1000e-05,0.0004,0.0002,0.0537,-441.84,4,-21.3666,0.0000,0.0442,-2228.60,21.6,-11.3035,0.2011,0.2259
25,-0.2417,-0.0826,0.7834,8.1000e-05,0.0012,0.0003,0.0516,-1666.42,20,-8.2767,0.3000,0.1731,-1146.98,10.0,-4.8108,0.3342,0.2138
26,-0.1311,-0.0884,0.8684,8.1000e-05,0.0003,0.0003,0.0495,-1076.53,13,-4.0130,0.3077,0.1696,-1289.79,10.0,-8.2188,0.3278,0.1418
27,0.0009,-0.0926,0.9439,8.1000e-05,0.0002,0.0003,0.0475,-1027.77,6,-20.1586,0.1667,0.1041,-297.07,3.2,-9.4756,0.2000,0.0353
28,-0.1163,-0.1052,0.8946,8.1000e-05,0.0003,0.0003,0.0456,-613.23,11,-5.2753,0.4545,0.0770,-1657.66,22.2,-5.5175,0.3233,0.2251
29,-0.0815,-0.1064,0.9283,8.1000e-05,0.0002,0.0003,0.0438,-717.14,8,-3.4953,0.1250,0.1303,-247.17,2.0,-19.9706,0.1000,0.0272
30,-0.0081,-0.1057,0.9666,7.2900e-05,0.0003,0.0003,0.042,-233.26,2,-142.5686,0.0000,0.0233,-359.44,2.6,-53.5785,0.2571,0.0428
31,0.0261,-0.1061,1.0205,7.2900e-05,0.0002,0.0003,0.0403,604.87,2,30.9475,1.0000,0.0000,-647.22,4.8,-16.3810,0.1929,0.0732
32,-0.1074,-0.1114,0.8811,7.2900e-05,0.0001,0.0003,0.0387,-1048.07,6,-15.5167,0.1667,0.1048,-285.62,4.2,0.6242,0.4533,0.1254
33,-0.2004,-0.122,0.8254,7.2900e-05,0.0002,0.0003,0.0372,-1401.10,4,-10.6709,0.2500,0.1401,-1121.53,5.0,-7.3211,0.2305,0.1313
34,-0.2456,-0.1253,0.7807,7.2900e-05,0.0002,0.0003,0.0357,-1805.59,15,-11.2718,0.2000,0.1834,-1838.72,19.0,-5.0032,0.3596,0.2409
35,-0.0915,-0.1242,0.9401,7.2900e-05,0.0005,0.0003,0.0343,111.97,12,0.3913,0.5833,0.0747,-55.52,3.4,-121.7437,0.3400,0.0348
36,-0.1469,-0.1234,0.9232,7.2900e-05,0.0002,0.0003,0.0329,-764.32,5,-11.5333,0.2000,0.0764,-2354.22,22.4,-8.7367,0.2882,0.2596
37,-0.3775,-0.1323,0.7388,7.2900e-05,0.0007,0.0003,0.0316,-2104.92,21,-11.7965,0.1905,0.2105,-2947.29,26.0,-10.2742,0.3119,0.3141
38,-0.0789,-0.1304,0.9391,7.2900e-05,0.0002,0.0003,0.0303,311.62,10,1.3334,0.4000,0.0775,-1234.61,13.6,-10.2594,0.2760,0.1431
39,-0.1279,-0.1177,0.8435,7.2900e-05,0.0002,0.0003,0.0291,-549.04,6,-13.3981,0.3333,0.0549,-756.93,1.4,-38.5885,0.2000,0.0887
40,-0.0098,-0.1082,0.9738,6.5610e-05,0.0003,0.0003,0.0279,-501.20,4,-3.5326,0.5000,0.1321,-410.18,3.2,-2.3080,0.3867,0.1040
41,0.196,-0.0984,1.1723,6.5610e-05,0.0003,0.0003,0.0268,1359.50,2,18.1326,1.0000,0.0000,-815.79,1.6,-3.6066,0.1667,0.1002
42,-0.0141,-0.0956,0.9728,6.5610e-05,0.0002,0.0003,0.0257,-472.77,9,-3.8868,0.2222,0.0913,-442.47,5.0,-24.9484,0.3119,0.0606
43,0.1639,-0.0798,1.0961,6.5610e-05,0.0002,0.0003,0.0247,-200.03,2,-13.1802,0.5000,0.0220,-571.89,1.8,0.5738,0.0800,0.0716
44,-0.2325,-0.0848,0.7846,6.5610e-05,0.0001,0.0003,0.0237,-1627.29,9,-21.6028,0.0000,0.1627,-400.19,4.8,-7.2864,0.4000,0.0579
45,-0.0301,-0.0834,0.9302,6.5610e-05,0.0003,0.0003,0.0228,679.73,4,9.8912,0.7500,0.0089,-728.29,5.2,-4.7448,0.4407,0.1416
46,-0.3898,-0.1003,0.6622,6.5610e-05,0.0002,0.0003,0.0219,-2822.78,6,-9.1348,0.5000,0.2860,-661.32,3.4,-5.3326,0.2600,0.1144
47,-0.1994,-0.1077,0.8162,6.5610e-05,0.0003,0.0003,0.021,-479.44,1,0.0000,0.0000,0.0479,-334.27,2.6,-20.6973,0.1000,0.0359
48,0.0286,-0.0968,1.0349,6.5610e-05,0.0005,0.0003,0.0202,690.73,2,12.5661,0.5000,0.0084,-260.19,1.4,-7.1334,0.0000,0.0260
49,0.0683,-0.0939,1.0476,6.5610e-05,0.0002,0.0003,0.0194,310.89,3,5.1039,0.3333,0.0235,-34.37,0.4,0.0000,0.2000,0.0075
50,-0.0995,-0.0882,0.9030,5.9049e-05,0.0002,0.0003,0.0186,-993.05,1,0.0000,0.0000,0.0993,-58.95,0.6,-3.7203,0.0000,0.0059
51,-0.133,-0.0883,0.8885,5.9049e-05,0.0001,0.0003,0.0179,-798.22,8,-4.9091,0.5000,0.1089,-232.19,0.4,0.0000,0.0000,0.0232
52,-0.0865,-0.0918,0.9227,5.9049e-05,0.0003,0.0003,0.0172,-707.90,1,0.0000,0.0000,0.0708,-101.20,0.8,0.0000,0.0000,0.0101
53,-0.0338,-0.0885,0.9535,5.9049e-05,0.0002,0.0003,0.0165,-814.03,8,-10.7784,0.2500,0.0973,-1143.03,9.8,-4.3705,0.4282,0.1823
54,0.0676,-0.0825,1.0520,5.9049e-05,0.0002,0.0003,0.0158,1045.67,6,5.2322,0.5000,0.0514,-2569.45,23.2,-12.1729,0.1654,0.2778
55,-0.0179,-0.0829,0.9550,5.9049e-05,0.0002,0.0003,0.0152,-752.67,4,-31.4755,0.0000,0.0753,-101.23,0.8,-3.9306,0.2000,0.0109
56,-0.1335,-0.0893,0.9111,5.9049e-05,0.0002,0.0003,0.0146,-844.45,6,-11.0008,0.1667,0.0986,-832.33,9.2,-9.1101,0.2826,0.0994
57,0.0303,-0.0838,0.9978,5.9049e-05,0.0002,0.0003,0.014,0.00,0,0.0000,0.0000,0.0000,-339.19,1.0,-2.9990,0.1000,0.0476
58,-0.2238,-0.0847,0.7962,5.9049e-05,0.0002,0.0003,0.0134,-1992.01,1,0.0000,0.0000,0.1992,65.37,0.4,0.0000,0.2000,0.0131
59,0.0993,-0.0709,1.0863,5.9049e-05,0.0003,0.0003,0.0129,328.88,4,5.0568,0.5000,0.0326,-585.30,0.8,0.0000,0.0000,0.0585
60,-0.0493,-0.0692,0.9993,5.3144e-05,0.0004,0.0003,0.0124,-327.23,1,0.0000,0.0000,0.0327,-565.12,0.8,-2.7854,0.1000,0.0585
61,0.1491,-0.0574,1.1574,5.3144e-05,0.0001,0.0003,0.0119,1855.77,2,11.0441,0.5000,0.0406,-283.62,1.4,0.4618,0.1000,0.0398
62,0.1086,-0.0379,1.0594,5.3144e-05,0.0002,0.0002,0.0114,814.75,2,13.4342,0.5000,0.0068,-49.30,0.6,-7.0228,0.0000,0.0049
63,-0.1325,-0.0401,0.8516,5.3144e-05,0.0001,0.0002,0.0109,-369.49,5,-19.3802,0.2000,0.0369,-216.72,1.0,2.4706,0.1000,0.0313
64,0.1891,-0.0274,1.1740,5.3144e-05,0.0002,0.0002,0.0105,1839.67,3,18.2230,0.6667,0.0127,-266.62,2.8,5.9600,0.3167,0.0385
65,0.0005,-0.027,1.0342,5.3144e-05,0.0002,0.0002,0.0101,639.69,2,28.4433,1.0000,0.0000,-239.21,1.0,-5.4250,0.0000,0.0239
66,-0.0032,-0.0349,0.9957,5.3144e-05,0.0002,0.0002,0.0097,-174.26,1,0.0000,0.0000,0.0174,-1137.20,9.0,-18.3525,0.1408,0.1193
67,-0.0713,-0.0372,0.9670,5.3144e-05,0.0003,0.0002,0.0093,-344.59,3,-54.7215,0.0000,0.0345,-51.25,0.6,0.0000,0.2000,0.0067
68,-0.1188,-0.0485,0.9063,5.3144e-05,0.0001,0.0002,0.0089,-817.19,5,-8.7143,0.4000,0.0943,-452.04,4.8,-9.7861,0.2700,0.0670
69,0.0361,-0.0378,1.0086,5.3144e-05,0.0004,0.0002,0.0085,50.00,3,3.0142,0.3333,0.0088,-100.12,0.6,-3.5980,0.0000,0.0100
70,0.0033,-0.0365,0.9765,4.7830e-05,0.0008,0.0003,0.0082,-457.71,3,-12.1795,0.3333,0.0530,22.08,0.6,2.0683,0.1000,0.0037
71,-0.0347,-0.0223,0.9403,4.7830e-05,0.0004,0.0003,0.0079,-676.61,5,-58.3522,0.0000,0.0677,-179.69,1.2,-302.3577,0.0000,0.0180
72,-0.1066,-0.0185,0.9110,4.7830e-05,0.0002,0.0003,0.0076,-377.53,3,-9.0148,0.3333,0.0378,-454.32,0.6,-2.1726,0.1000,0.0492
73,-0.066,-0.0223,0.9551,4.7830e-05,0.0002,0.0002,0.0073,15.81,3,0.4080,0.3333,0.0215,-42.83,0.8,-16.0502,0.2000,0.0060
74,0.0098,-0.0247,0.9900,4.7830e-05,0.0002,0.0002,0.007,-134.69,1,0.0000,0.0000,0.0135,164.66,0.4,42.5106,0.2000,0.0000
75,-0.0815,-0.0239,0.9698,4.7830e-05,0.0002,0.0002,0.0067,-704.56,4,-15.3685,0.2500,0.0705,-2301.20,23.2,-9.0042,0.3051,0.2476
76,0.0342,-0.0173,1.0467,4.7830e-05,0.0002,0.0002,0.0064,822.64,2,18.5881,1.0000,0.0000,-262.05,1.4,-18.8551,0.0000,0.0262
77,0.0925,-0.0101,1.0869,4.7830e-05,0.0006,0.0003,0.0061,0.00,0,0.0000,0.0000,0.0000,-280.10,0.6,0.0000,0.2000,0.0340
78,-0.1964,-0.0166,0.7976,4.7830e-05,0.0002,0.0003,0.0059,-1323.31,5,-9.5926,0.2000,0.1323,-328.98,0.4,0.0000,0.0000,0.0329
79,-0.2383,-0.0288,0.7815,4.7830e-05,0.0001,0.0003,0.0057,-1172.45,2,-11.9811,0.5000,0.1337,-286.31,0.6,-0.3249,0.1000,0.0364
80,0.0554,-0.0259,1.0507,4.3047e-05,0.0002,0.0003,0.0055,364.89,1,0.0000,1.0000,0.0000,-195.67,0.6,-6.0229,0.0000,0.0196
81,-0.0594,-0.0229,0.9060,4.3047e-05,0.0002,0.0003,0.0053,-416.56,4,-3.5049,0.2500,0.0803,-1975.91,19.2,-6.6088,0.2825,0.2472
82,0.0148,-0.0236,1.0239,4.3047e-05,0.0002,0.0003,0.0051,259.66,2,48.7707,1.0000,0.0000,197.41,0.6,0.0000,0.2000,0.0063
83,-0.128,-0.0197,0.8609,4.3047e-05,0.0002,0.0003,0.005,-1777.57,5,-11.4625,0.2000,0.1778,90.14,1.0,3.9476,0.2000,0.0066
84,-0.0766,-0.0268,1.0000,4.3047e-05,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-125.57,0.6,-5.8651,0.0000,0.0126
85,0.0286,-0.0237,1.0575,4.3047e-05,0.0003,0.0002,0.005,772.80,3,17.3800,0.6667,0.0039,-46.40,0.8,-2.3853,0.2667,0.0087
86,0.0567,-0.0273,1.0545,4.3047e-05,0.0002,0.0003,0.005,522.63,2,659.0137,1.0000,0.0000,-95.87,0.4,0.0000,0.0000,0.0096
87,0.0515,-0.0296,0.9983,4.3047e-05,0.0002,0.0003,0.005,73.84,2,4.3938,0.5000,0.0095,4.63,0.4,0.1184,0.1000,0.0060
88,-0.2332,-0.0337,0.7903,4.3047e-05,0.0001,0.0003,0.005,-203.70,1,0.0000,0.0000,0.0204,51.19,0.4,0.0000,0.2000,0.0097
89,-0.1261,-0.0463,0.8778,4.3047e-05,0.0003,0.0003,0.005,594.34,1,0.0000,1.0000,0.0000,-381.18,0.2,0.0000,0.0000,0.0381
90,-0.061,-0.0487,0.9202,3.8742e-05,0.0001,0.0003,0.005,-107.49,1,0.0000,0.0000,0.0107,-361.20,0.6,0.0000,0.0000,0.0361
91,0.1202,-0.0438,1.0924,3.8742e-05,0.0001,0.0002,0.005,1475.83,4,12.5868,0.7500,0.0067,-572.45,5.0,-13.0440,0.2400,0.0623
92,-0.1672,-0.0476,0.8377,3.8742e-05,0.0004,0.0003,0.005,-1539.16,5,-15.2489,0.2000,0.1797,-233.45,0.8,-121.6556,0.2000,0.0246
93,0.1086,-0.0385,1.0666,3.8742e-05,0.0004,0.0003,0.005,1886.79,3,9.5616,0.3333,0.0180,-238.46,0.8,-1.0042,0.1333,0.0350
94,-0.1029,-0.0441,0.9544,3.8742e-05,0.0001,0.0003,0.005,-144.22,4,-1.6701,0.5000,0.0377,0.00,0.0,0.0000,0.0000,0.0000
95,-0.1942,-0.052,0.8126,3.8742e-05,0.0001,0.0002,0.005,-1909.11,5,-11.9597,0.2000,0.1974,-57.17,0.4,0.0000,0.2000,0.0222
96,-0.0356,-0.052,0.9221,3.8742e-05,0.0003,0.0002,0.005,-766.11,4,-10.2049,0.2500,0.0860,0.00,0.0,0.0000,0.0000,0.0000
97,0.0757,-0.0447,1.0816,3.8742e-05,0.0003,0.0002,0.005,941.86,2,19.5837,1.0000,0.0000,241.56,1.2,1.4775,0.4333,0.0236
98,-0.1041,-0.0463,0.9024,3.8742e-05,0.0002,0.0002,0.005,-1499.50,3,-10.5666,0.3333,0.1641,30.43,0.2,0.0000,0.2000,0.0000
99,-0.1334,-0.052,0.9211,3.8742e-05,0.0001,0.0002,0.005,-388.03,2,-7.7050,0.5000,0.0594,-173.06,0.4,0.0000,0.0000,0.0173
100,0.0075,-0.0484,1.0168,3.4868e-05,0.0002,0.0002,0.005,729.55,2,32.0750,1.0000,0.0000,127.43,1.0,4.0677,0.2000,0.0065
101,-0.1894,-0.0574,0.8269,3.4868e-05,0.0003,0.0002,0.005,-499.98,1,0.0000,0.0000,0.0500,-297.30,0.4,-2.0692,0.1000,0.0362
102,-0.2267,-0.0701,0.7908,3.4868e-05,0.0003,0.0002,0.005,-1762.82,4,-19.4077,0.0000,0.1763,-34.58,0.2,0.0000,0.0000,0.0035
103,-0.0924,-0.066,0.8852,3.4868e-05,0.0001,0.0002,0.005,241.44,3,2.5046,0.6667,0.0512,-234.59,0.8,0.0000,0.2000,0.0244
104,0.2043,-0.0483,1.1966,3.4868e-05,0.0002,0.0002,0.005,958.09,1,0.0000,1.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
105,-0.0197,-0.0513,1.0061,3.4868e-05,0.0008,0.0002,0.005,225.41,1,0.0000,1.0000,0.0000,75.36,0.2,0.0000,0.2000,0.0000
106,-0.1187,-0.0537,0.8745,3.4868e-05,0.0003,0.0002,0.005,-725.54,4,-15.1162,0.2500,0.0727,-381.74,0.2,0.0000,0.0000,0.0382
107,0.024,-0.0533,1.0111,3.4868e-05,0.0002,0.0002,0.005,-143.82,2,-3.3618,0.5000,0.0401,-1951.47,19.2,-6.5527,0.3418,0.2328
108,-0.1189,-0.0529,0.8863,3.4868e-05,0.0002,0.0002,0.005,-232.88,1,0.0000,0.0000,0.0233,-214.97,0.4,0.0000,0.2000,0.0231
109,0.0625,-0.0474,1.1080,3.4868e-05,0.0002,0.0002,0.005,-484.55,2,-9.7500,0.5000,0.0637,0.00,0.0,0.0000,0.0000,0.0000
110,0.0072,-0.0482,1.0149,3.1381e-05,0.0002,0.0002,0.005,203.03,2,5.0321,0.5000,0.0219,-149.52,0.6,-3.8018,0.2000,0.0157
111,-0.2729,-0.0614,0.7596,3.1381e-05,0.0002,0.0002,0.005,-2297.26,7,-8.8703,0.1429,0.2297,-12.10,0.4,-0.6599,0.1000,0.0035
112,-0.1442,-0.0692,0.8339,3.1381e-05,0.0002,0.0002,0.005,-2636.01,3,-34.2080,0.0000,0.2636,-587.99,1.0,-7.7345,0.0000,0.0588
113,-0.0713,-0.0627,0.9259,3.1381e-05,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-135.76,0.6,0.0000,0.4000,0.0231
114,-0.2156,-0.0663,0.7933,3.1381e-05,0.0001,0.0002,0.005,-1885.73,1,0.0000,0.0000,0.1886,-253.74,0.6,-25.7562,0.0000,0.0254
115,-0.0918,-0.0676,0.8897,3.1381e-05,0.0002,0.0002,0.005,-378.71,3,-11.2238,0.3333,0.0430,-793.54,7.0,-16.0776,0.2152,0.0916
116,-0.1588,-0.0787,0.8751,3.1381e-05,0.0002,0.0002,0.005,-1396.11,1,0.0000,0.0000,0.1396,-259.94,0.2,0.0000,0.0000,0.0260
117,0.0879,-0.0685,1.0647,3.1381e-05,0.0002,0.0002,0.005,1144.06,3,17.0559,1.0000,0.0000,-342.43,1.4,-4.3122,0.1500,0.0408
118,0.0037,-0.0727,0.9977,3.1381e-05,0.0002,0.0002,0.005,-7.67,1,0.0000,0.0000,0.0008,-212.78,0.8,-1.7140,0.0667,0.0246
119,-0.0814,-0.0719,0.8991,3.1381e-05,0.0002,0.0002,0.005,-812.36,4,-12.9544,0.2500,0.0907,-77.75,0.6,0.0000,0.2000,0.0120
120,-0.1402,-0.0697,0.8454,2.8243e-05,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-283.48,0.4,0.0000,0.0000,0.0283
121,0.014,-0.0677,0.9827,2.8243e-05,0.0002,0.0002,0.005,0.00,0,0.0000,0.0000,0.0000,-23.74,0.2,0.0000,0.0000,0.0024
122,-0.0276,-0.0718,0.9571,2.8243e-05,0.0002,0.0002,0.005,-311.25,2,-15.9970,0.0000,0.0311,0.00,0.0,0.0000,0.0000,0.0000
123,-0.0079,-0.068,0.9918,2.8243e-05,0.0001,0.0002,0.005,53.87,1,0.0000,1.0000,0.0000,251.40,1.4,1.3456,0.5000,0.0087
124,0.0032,-0.0625,1.0133,2.8243e-05,0.0012,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-336.99,0.6,0.0000,0.2000,0.0377
125,-0.0675,-0.0655,0.9265,2.8243e-05,0.0002,0.0003,0.005,-596.08,3,-5.6662,0.3333,0.0987,-731.65,1.4,-10.6613,0.2000,0.0786
126,0.1126,-0.0534,1.0803,2.8243e-05,0.0003,0.0003,0.005,10.50,1,0.0000,1.0000,0.0000,-139.35,0.4,0.0000,0.0000,0.0139
127,-0.0989,-0.0483,0.9056,2.8243e-05,0.0001,0.0003,0.005,-808.17,5,-15.3544,0.0000,0.0808,-279.54,0.8,-4.8840,0.0000,0.0280
128,-0.0732,-0.0476,0.9361,2.8243e-05,0.0003,0.0003,0.005,-598.23,2,-19.6831,0.0000,0.0598,0.00,0.0,0.0000,0.0000,0.0000
129,-0.143,-0.0615,0.8505,2.8243e-05,0.0004,0.0003,0.005,-656.20,1,0.0000,0.0000,0.0656,-293.60,0.4,0.0000,0.0000,0.0294
130,0.0758,-0.0576,1.0502,2.5419e-05,0.0002,0.0002,0.005,271.18,2,8.5663,0.5000,0.0111,-180.44,0.2,0.0000,0.0000,0.0180
131,0.1168,-0.0482,1.0967,2.5419e-05,0.0002,0.0002,0.005,1773.34,2,13.4111,0.5000,0.0136,-249.04,0.8,-8.5866,0.0000,0.0249
132,0.0472,-0.0473,1.0822,2.5419e-05,0.0005,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-330.35,0.8,0.0000,0.0000,0.0330
133,-0.1872,-0.05,0.8481,2.5419e-05,0.0003,0.0003,0.005,-1404.82,1,0.0000,0.0000,0.1405,-40.55,0.4,-37.6079,0.0000,0.0041
134,0.1501,-0.0465,1.1675,2.5419e-05,0.0002,0.0003,0.005,1751.25,1,0.0000,1.0000,0.0000,-60.66,0.6,0.0000,0.2000,0.0156
135,-0.0373,-0.0483,0.9688,2.5419e-05,0.0006,0.0003,0.005,950.87,3,14.9742,1.0000,0.0000,-733.22,0.8,0.0000,0.0000,0.0733
136,-0.1259,-0.0424,0.8543,2.5419e-05,0.0003,0.0003,0.005,-1417.19,6,-10.2024,0.1667,0.1467,157.77,0.6,10.3815,0.2000,0.0002
137,-0.1538,-0.0428,0.8428,2.5419e-05,0.0002,0.0003,0.005,-1501.93,1,0.0000,0.0000,0.1502,-75.78,0.6,0.0000,0.4000,0.0127
138,0.1721,-0.0331,1.1772,2.5419e-05,0.0002,0.0003,0.005,1879.00,3,12.4786,1.0000,0.0000,-38.65,0.2,0.0000,0.0000,0.0039
139,-0.0307,-0.0257,0.9915,2.5419e-05,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-80.71,0.4,-4.8650,0.0000,0.0081
140,-0.1507,-0.028,0.8219,2.2877e-05,0.0006,0.0003,0.005,-145.99,4,-7.1525,0.2500,0.0207,0.00,0.0,0.0000,0.0000,0.0000
141,0.0211,-0.0208,0.9779,2.2877e-05,0.0003,0.0003,0.005,-77.47,2,-1.3235,0.5000,0.0503,-34.18,0.4,0.0000,0.2000,0.0071
142,-0.0683,-0.0271,0.8927,2.2877e-05,0.0003,0.0003,0.005,-633.50,1,0.0000,0.0000,0.0633,-532.62,7.4,-9.2905,0.3357,0.0714
143,0.0546,-0.025,1.0466,2.2877e-05,0.0001,0.0003,0.005,360.74,2,9.8903,0.5000,0.0109,37.87,0.4,0.6822,0.1000,0.0066
144,-0.118,-0.0265,0.8776,2.2877e-05,0.0002,0.0003,0.005,-1181.28,1,0.0000,0.0000,0.1181,-2.40,0.6,2.6434,0.1000,0.0026
145,-0.1426,-0.0266,0.8738,2.2877e-05,0.0002,0.0003,0.005,-859.45,2,-26.4359,0.0000,0.0859,228.43,0.2,0.0000,0.2000,0.0000
146,-0.1585,-0.0335,0.8270,2.2877e-05,0.0002,0.0003,0.005,-1699.66,2,-173.8754,0.0000,0.1700,56.73,0.2,0.0000,0.2000,0.0000
147,0.0148,-0.0318,1.0625,2.2877e-05,0.0007,0.0003,0.005,388.83,4,1.6458,0.5000,0.1305,0.00,0.0,0.0000,0.0000,0.0000
148,-0.1493,-0.0375,0.8745,2.2877e-05,0.0003,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-53.84,0.4,-2.1686,0.1000,0.0066
149,-0.0699,-0.0404,0.9870,2.2877e-05,0.0002,0.0003,0.005,187.05,1,0.0000,1.0000,0.0000,-169.99,1.0,-5.5807,0.4000,0.0196
150,-0.0071,-0.038,1.0109,2.0589e-05,0.0001,0.0003,0.005,209.51,6,2.8611,0.3333,0.0249,161.71,0.6,9.4082,0.2000,0.0022
151,0.12,-0.0377,1.0818,2.0589e-05,0.0004,0.0003,0.005,1014.15,1,0.0000,1.0000,0.0000,-413.46,0.4,0.0000,0.0000,0.0413
152,-0.1251,-0.0387,0.8898,2.0589e-05,0.0002,0.0003,0.005,-1523.22,7,-15.7725,0.1429,0.1523,-587.56,4.6,-6.2886,0.3783,0.1181
153,0.0188,-0.035,1.0393,2.0589e-05,0.0007,0.0003,0.005,646.83,7,10.8182,0.7143,0.0138,-2091.13,20.2,-6.3484,0.3270,0.2569
154,-0.2,-0.0373,0.7984,2.0589e-05,0.0002,0.0003,0.005,-1296.84,2,-17.6668,0.0000,0.1297,-574.64,0.6,0.0000,0.2000,0.0697
155,-0.0252,-0.0414,0.9807,2.0589e-05,0.0002,0.0003,0.005,-1497.60,2,-23.6850,0.0000,0.1498,-238.62,0.4,0.0000,0.0000,0.0239
156,-0.0173,-0.0467,1.0066,2.0589e-05,0.0004,0.0003,0.005,39.18,1,0.0000,1.0000,0.0000,-20.30,0.4,0.0000,0.2000,0.0061
